pseudoword,ambiguity_reduction,ambiguity_drop,L1,L2,|synsets_L1|,|synsets_L2|,|synsets_L1_L2|,synsets_intersection
standard-standard,0.6666666666666666,0.5639367795755342,EN,IT,46,14,10,"['bn:03090270n', 'bn:17815024n', 'bn:17142013n', 'bn:00111130a', 'bn:00023854n', 'bn:00023853n', 'bn:00241263n', 'bn:00111131a', 'bn:00111129a', 'bn:17192460n']"
state-Stato,0.5849056603773585,0.5540005871674548,EN,IT,35,18,11,"['bn:00074010n', 'bn:03549213n', 'bn:03347921n', 'bn:03719156n', 'bn:00064914n', 'bn:00023235n', 'bn:00074009n', 'bn:00023236n', 'bn:00964536n', 'bn:02108701n', 'bn:00074011n']"
stiff-rígido,0.8333333333333334,0.8068715304598785,EN,ES,15,9,2,"['bn:00111209a', 'bn:00109871a']"
stir-mescolare,0.9130434782608696,0.8402386016235373,EN,IT,16,7,1,['bn:00094373v']
soffrire-souffrir,0.8181818181818182,0.7287738077702017,IT,FR,8,3,1,['bn:00089535v']
swallow-inghiottire,0.902439024390244,0.38878661755399213,EN,IT,39,2,2,"['bn:00088759v', 'bn:00084300v']"
swell-oleaje,0.9090909090909092,0.7012629234907909,EN,ES,18,4,1,['bn:00023766n']
tail-queue,0.8,0.7710310557227179,EN,FR,19,11,3,"['bn:00030590n', 'bn:01703687n', 'bn:00075904n']"
talk-parler,0.8571428571428571,0.6388765649999399,EN,FR,35,7,3,"['bn:00094089v', 'bn:00094090v', 'bn:00090943v']"
transport-trasporto,0.7241379310344828,0.7237072810225403,FR,IT,14,15,4,"['bn:00022379n', 'bn:00076106n', 'bn:00022381n', 'bn:00029691n']"
troll-troll,0.6326530612244898,0.5441153958158016,EN,IT,37,12,9,"['bn:01100331n', 'bn:03534661n', 'bn:17381151n', 'bn:00078384n', 'bn:03299679n', 'bn:00671788n', 'bn:00078382n', 'bn:29727647n', 'bn:14617170n']"
trouble-problemi,0.9775280898876404,0.4501879644683676,EN,IT,84,5,1,['bn:00027041n']
upgrade-aggiornamento,0.9230769230769232,0.7275941372279005,EN,IT,21,5,1,['bn:00079241n']
value-valor,0.7391304347826086,0.7135373464838691,EN,ES,17,29,6,"['bn:00079509n', 'bn:00029680n', 'bn:00058151n', 'bn:00079510n', 'bn:00079511n', 'bn:00079508n']"
variation-variazione,0.625,0.6051536478449089,FR,IT,10,6,3,"['bn:00035414n', 'bn:00079588n', 'bn:00079587n']"
ruota-rueda,0.9047619047619048,0.7707082371427848,IT,ES,5,16,1,['bn:00080972n']
whip-frusta,0.8235294117647058,0.6278918323716959,EN,IT,28,6,3,"['bn:00005052n', 'bn:00060846n', 'bn:00081007n']"
fischio-siffler,0.8888888888888888,0.8666631493720615,IT,FR,7,11,1,['bn:00081049n']
ampio-large,0.875,0.8681371489430688,IT,FR,7,9,1,['bn:00098887a']
wilson-wilson,0.6304347826086957,0.5200721293660662,EN,IT,72,20,17,"['bn:00608471n', 'bn:00285748n', 'bn:17522275n', 'bn:03649006n', 'bn:00490634n', 'bn:00463591n', 'bn:00190126n', 'bn:00603955n', 'bn:00725112n', 'bn:00528716n', 'bn:00805672n', 'bn:00533237n', 'bn:03279203n', 'bn:02382253n', 'bn:00565513n', 'bn:00002624n', 'bn:00273539n']"
word-mot,0.7333333333333333,0.6485844034472782,EN,FR,22,8,4,"['bn:00081546n', 'bn:00081547n', 'bn:00081549n', 'bn:00023218n']"
